"","code","name","c_name"
"222",600557,"康缘药业","医药生物"
"225",600572,"康恩贝","医药生物"
"226",600587,"新华医疗","医药生物"
"227",600594,"益佰制药","医药生物"
"228",600613,"神奇制药","医药生物"
"229",600645,"中源协和","医药生物"
"230",600664,"哈药股份","医药生物"
"232",600671,"天目药业","医药生物"
"234",600713,"南京医药","医药生物"
"236",600750,"江中药业","医药生物"
"237",600763,"通策医疗","医药生物"
"239",600771,"广誉远","医药生物"
"241",600781,"辅仁药业","医药生物"
"242",600789,"鲁抗医药","医药生物"
"243",600796,"钱江生化","医药生物"
"245",600812,"华北制药","医药生物"
"246",600829,"人民同泰","医药生物"
"247",600833,"第一医药","医药生物"
"250",600867,"通化东宝","医药生物"
"252",600976,"健民集团","医药生物"
"253",600993,"马应龙","医药生物"
"254",600998,"九州通","医药生物"
"255",601607,"上海医药","医药生物"
"256",603108,"润达医疗","医药生物"
"257",603168,"莎普爱思","医药生物"
"258",603222,"济民制药","医药生物"
"259",603309,"维力医疗","医药生物"
"260",603368,"柳州医药","医药生物"
"261",603456,"九洲药业","医药生物"
"262",603520,"司太立","医药生物"
"263",603538,"美诺华","医药生物"
"264",603567,"珍宝岛","医药生物"
"265",603658,"安图生物","医药生物"
"266",603669,"灵康药业","医药生物"
"267",603716,"塞力斯","医药生物"
"268",603811,"诚意药业","医药生物"
"269",603858,"步长制药","医药生物"
"270",603883,"老百姓","医药生物"
"271",603939,"益丰药房","医药生物"
"272",603987,"康德莱","医药生物"
"273",603998,"方盛制药","医药生物"
